1.56682	-17.9843
-2.47788	-10.9371
-9.70669	-3.58497
-5.15093	5.62315
-3.10915	-9.32694
8.32289	-0.198996
-4.89824	-0.224422
-6.51026	0.766329
-2.39919	-4.56205
-0.124475	4.00783
-6.30308	0.219021
0.225401	0.882652
-1.6876	0.249989
-0.928327	-19.4323
-5.76737	-12.8749
-14.8605	-14.4475
-18.0861	-18.6987
-27.8017	8.18446
5.47043	-14.7121
-16.1148	-7.04159
-2.83509	-6.42881
-4.8916	-13.4068
-11.0875	-2.55572
8.36708	-4.01239
-7.70402	4.89978
0.482603	-2.7092
-2.47419	1.7192
5.11722	-1.2466
-0.788045	-4.35208
-5.65725	-6.83933
-6.85327	-14.1872
-12.2426	7.22086
8.91698	-20.4914
-22.3626	-0.227268
-15.5536	-19.2132
-2.09524	1.66577
-2.76474	-7.84022
-8.84389	-2.87021
-3.65038	-7.5944
-10.134	-13.0238
-9.6365	4.48881
3.59326	-7.69948
-9.4824	8.7479
6.07123	-2.29513
-3.04803	-2.4695
-4.32536	-18.0722
-16.4654	-5.91305
-4.24233	-1.88331
-4.77196	-31.8236
-31.5467	-15.0278
-14.3228	-18.598
-20.9985	-6.13079
-5.23919	-2.96252
-1.63397	-3.85123
-6.83076	-8.30806
-8.25315	-7.48642
-5.15763	1.58212
3.89842	-2.9536
-6.03458	-2.49567
-1.21406	4.57423
5.45408	-5.49144
-0.510179	-7.25349
-7.24087	-9.86242
-11.4451	2.96993
0.415508	-14.6787
-17.2385	-13.2342
-14.2964	-2.65362
-0.898449	0.137437
-1.91522	-9.40578
-8.23321	-7.66995
-0.250088	-2.60209
-7.49351	-6.77885
-3.31425	2.31116
4.43884	-9.43918
-9.5923	0.382008
3.68032	-4.90579
-7.35202	1.19013
-0.380315	-10.7086
-10.3987	-4.295
-5.20483	-7.8482
-7.69523	-24.8312
-27.6719	-11.2261
-9.74118	-4.59416
-5.39376	-5.11942
-8.80697	-5.84642
-2.66807	-8.33932
-9.68974	2.13126
-4.89154	-9.35572
-5.07674	-6.82648
-6.17449	-3.85637
-2.19941	4.06306
3.63497	1.39285
1.47741	2.02813
-1.37005	-23.4256
-23.2577	-2.91437
-4.72202	5.17063
-3.1063	-9.69122
-14.8082	-8.31313
-7.723	-9.8741
-11.8526	-8.31071
-10.3816	-6.80033
